clean,ECAR,EAR,ENAR,error_rate,machine_learning_model,evaluation_metric
1.0,0.610062893081761,0.60062893081761,0.5911949685534591,0.9,"HistGradientBoostingClassifier(max_iter=200, random_state=1234)",f1_score
1.0,0.5660377358490566,0.5377358490566038,0.5220125786163522,0.9,"HistGradientBoostingClassifier(max_iter=200, random_state=1234)",f1_score
1.0,0.61198738170347,0.61198738170347,0.583596214511041,0.9,"HistGradientBoostingClassifier(max_iter=200, random_state=1234)",f1_score
1.0,0.6246056782334385,0.6277602523659306,0.6498422712933754,0.9,"HistGradientBoostingClassifier(max_iter=200, random_state=1234)",f1_score
0.9968454258675079,0.6088328075709779,0.583596214511041,0.5583596214511041,0.9,"HistGradientBoostingClassifier(max_iter=200, random_state=1234)",f1_score
1.0,0.583596214511041,0.61198738170347,0.5772870662460567,0.9,"HistGradientBoostingClassifier(max_iter=200, random_state=1234)",f1_score
0.9936908517350158,0.5930599369085173,0.5962145110410094,0.5425867507886435,0.9,"HistGradientBoostingClassifier(max_iter=200, random_state=1234)",f1_score
0.9936908517350158,0.5520504731861199,0.5646687697160884,0.5047318611987381,0.9,"HistGradientBoostingClassifier(max_iter=200, random_state=1234)",f1_score
0.9968454258675079,0.5993690851735016,0.5741324921135647,0.5520504731861199,0.9,"HistGradientBoostingClassifier(max_iter=200, random_state=1234)",f1_score
0.9968454258675079,0.6056782334384858,0.5930599369085173,0.5772870662460567,0.9,"HistGradientBoostingClassifier(max_iter=200, random_state=1234)",f1_score
