,mechanism,type,rate,nrow,ncol,total_memory_MB
14307,EAR,Typo,0.5,1000,8,2.903
14308,ECAR,MissingValueString,0.5,1000000,8,152.244
14309,ECAR,MissingValueString,0.5,100,6,0.012289
14310,ECAR,Typo,0.1,1000,4,0.5801559999999999
14311,ECAR,MissingValueString,0.1,1000000,2,80.718
14312,ENAR,MissingValueString,0.1,100000,2,19.355
14313,ECAR,MissingValueString,0.9,1000000,6,155.295
14314,ECAR,Typo,0.75,10000,10,39.044
14315,ECAR,MissingValueString,0.5,1000000,2,100.745
14316,EAR,MissingValueString,0.1,100000,10,38.858
14317,ENAR,Typo,0.9,1000,2,4.75
14318,ECAR,MissingValueString,0.1,10000,10,1.502
14319,ENAR,MissingValueString,0.1,1000000,2,192.102
14320,ENAR,Typo,0.1,1000,2,0.6861090000000001
14321,ENAR,MissingValueString,0.5,100000,10,30.837
14322,EAR,Typo,0.9,10000,2,47.804
14323,ENAR,MissingValueString,0.1,100000,4,21.071
14324,ENAR,MissingValueString,0.5,1000000,6,282.208
14325,ENAR,MissingValueString,0.75,10000,6,3.256
14326,ECAR,MissingValueString,0.5,1000000,10,169.41
14327,ECAR,MissingValueString,0.9,100000,8,17.537
14328,EAR,Typo,0.1,100,2,0.08249200000000001
14329,ECAR,Typo,0.9,100,10,0.464109
14330,ENAR,MissingValueString,0.25,1000000,6,247.744
14331,EAR,Typo,0.9,100,10,0.50768
14332,ENAR,Typo,0.1,100,8,0.081188
14333,EAR,Typo,0.5,1000,4,2.793
14334,EAR,MissingValueString,0.75,100,6,0.046664000000000004
14335,ECAR,MissingValueString,0.1,1000000,2,80.718
14336,ECAR,Typo,0.75,10000,8,38.873
14337,ECAR,Typo,0.1,10000,6,5.945
14338,ECAR,Typo,0.1,1000000,10,640.839
14339,ENAR,Typo,0.9,100,8,0.479703
14340,EAR,MissingValueString,0.5,10000,4,3.254
14341,EAR,Typo,0.25,100000,10,164.741
14342,ECAR,MissingValueString,0.9,100000,8,17.538
14343,ECAR,Typo,0.9,1000,4,4.601
14344,ECAR,Typo,0.1,1000,6,0.597703
14345,EAR,MissingValueString,0.75,100000,2,28.163
14346,ECAR,Typo,0.9,100000,4,463.4
14347,ENAR,MissingValueString,0.75,1000,10,0.36614800000000003
14348,EAR,Typo,0.9,1000,4,4.837
14349,ENAR,Typo,0.1,100,2,0.075719
14350,ECAR,Typo,0.75,100000,4,388.212
14351,EAR,Typo,0.75,100000,4,408.97
14352,ECAR,Typo,0.1,100,4,0.062265999999999995
14353,ECAR,Typo,0.25,1000,2,1.319
14354,EAR,MissingValueString,0.9,1000,8,0.5307029999999999
14355,ENAR,Typo,0.9,100,6,0.477359
14356,ECAR,MissingValueString,0.9,100,8,0.014852
14357,ECAR,MissingValueString,0.25,100000,8,14.128
14358,EAR,Typo,0.1,1000000,8,828.775
14359,ECAR,Typo,0.75,10000,4,38.529
14360,ECAR,Typo,0.5,10000,10,26.431
14361,EAR,MissingValueString,0.25,100,4,0.037836
14362,EAR,MissingValueString,0.25,100000,10,41.848
14363,EAR,MissingValueString,0.25,100,6,0.042741999999999995
14364,ECAR,Typo,0.9,1000,8,4.635
14365,ECAR,MissingValueString,0.25,10000,8,1.443
14366,EAR,Typo,0.75,1000000,2,3995.0
14367,EAR,MissingValueString,0.75,1000000,10,553.509
14368,ENAR,Typo,0.1,100000,8,72.996
14369,ECAR,Typo,0.9,100,6,0.460984
14370,ENAR,Typo,0.75,100,6,0.403305
14371,ECAR,MissingValueString,0.5,1000000,6,135.078
14372,EAR,Typo,0.75,1000,10,4.248
14373,ENAR,MissingValueString,0.5,100000,4,25.687
14374,EAR,MissingValueString,0.9,10000,10,5.786
14375,ENAR,MissingValueString,0.9,1000,8,0.36732
14376,EAR,MissingValueString,0.9,100000,2,30.237
14377,ENAR,MissingValueString,0.25,10000,4,2.393
14378,ENAR,MissingValueString,0.75,1000,8,0.34857
14379,ENAR,MissingValueString,0.9,1000,8,0.36732
14380,ECAR,MissingValueString,0.1,1000000,2,80.718
14381,EAR,MissingValueString,0.25,10000,2,2.298
14382,EAR,Typo,0.75,10000,2,40.139
14383,EAR,Typo,0.9,100,4,0.48925799999999997
14384,ECAR,Typo,0.75,10000,10,39.044
14385,EAR,MissingValueString,0.25,10000,4,2.813
14386,ENAR,Typo,0.9,100,10,0.48048399999999997
14387,EAR,Typo,0.75,10000,10,42.504
14388,EAR,Typo,0.9,1000,6,4.899
14389,ECAR,Typo,0.75,100000,10,392.362
14390,EAR,MissingValueString,0.25,10000,10,4.358
14391,EAR,Typo,0.25,100,8,0.173102
14392,EAR,MissingValueString,0.5,1000,2,0.28151600000000004
14393,ENAR,Typo,0.5,100000,10,277.73
14394,EAR,MissingValueString,0.9,10000,10,5.786
14395,ENAR,Typo,0.5,100,4,0.275172
14396,EAR,Typo,0.9,100000,2,481.534
14397,ECAR,Typo,0.75,100000,2,386.495
14398,ECAR,Typo,0.25,10000,10,13.849
14399,ECAR,Typo,0.75,100000,6,388.929
14400,ENAR,Typo,0.9,100000,4,479.599
14401,ENAR,Typo,0.1,1000,6,0.721266
14402,ECAR,MissingValueString,0.25,100000,2,8.978
14403,ECAR,Typo,0.25,1000000,10,1374.0
14404,ECAR,MissingValueString,0.9,100000,6,15.82
14405,ENAR,Typo,0.9,100000,8,482.032
14406,EAR,Typo,0.25,100000,4,149.29
14407,ENAR,MissingValueString,0.5,1000000,10,316.54
14408,ECAR,MissingValueString,0.5,10000,10,1.796
14409,ENAR,MissingValueString,0.75,10000,6,3.256
14410,EAR,MissingValueString,0.9,10000,10,5.786
14411,ECAR,MissingValueString,0.1,1000000,6,115.05
14412,ECAR,MissingValueString,0.1,100,6,0.013289
14413,EAR,Typo,0.5,100000,4,278.13
14414,ECAR,MissingValueString,0.5,100000,8,15.439
14415,ECAR,MissingValueString,0.5,100,4,0.010727
14416,EAR,Typo,0.9,1000,6,4.899
14417,EAR,MissingValueString,0.75,10000,4,3.696
14418,ECAR,Typo,0.25,1000000,8,1357.0
14419,ENAR,Typo,0.5,100000,8,276.014
14420,EAR,Typo,0.25,10000,2,14.533
14421,ECAR,Typo,0.25,1000,6,1.353
14422,ENAR,MissingValueString,0.5,100,6,0.028648
14423,ENAR,MissingValueString,0.5,1000000,8,299.374
14424,EAR,Typo,0.5,1000000,4,2768.0
14425,EAR,Typo,0.1,10000,8,8.303
14426,EAR,MissingValueString,0.1,1000000,2,190.691
14427,EAR,Typo,0.25,1000000,2,1433.0
14428,ECAR,Typo,0.25,1000000,8,1357.0
14429,ECAR,MissingValueString,0.75,1000,4,0.14568
14430,EAR,Typo,0.5,100,10,0.302836
14431,EAR,MissingValueString,0.25,1000,2,0.244406
14432,EAR,MissingValueString,0.1,1000000,4,239.9
14433,ECAR,MissingValueString,0.75,1000000,10,182.046
14434,ECAR,Typo,0.1,10000,8,6.117
14435,ECAR,Typo,0.5,100,8,0.26154700000000003
14436,ECAR,MissingValueString,0.75,1000000,10,182.046
14437,EAR,MissingValueString,0.1,100000,8,33.938
14438,EAR,MissingValueString,0.75,1000000,6,435.253
14439,ECAR,MissingValueString,0.25,100,10,0.015413999999999999
14440,EAR,Typo,0.75,100,2,0.40813299999999997
14441,ENAR,MissingValueString,0.75,1000,2,0.295836
14442,EAR,Typo,0.9,1000000,4,4821.0
14443,ECAR,Typo,0.75,1000000,2,3797.0
14444,ECAR,Typo,0.75,100,4,0.38603899999999997
14445,ECAR,MissingValueString,0.25,10000,10,1.614
14446,ENAR,MissingValueString,0.25,1000000,6,247.743
14447,EAR,Typo,0.75,1000,6,4.13
14448,ECAR,Typo,0.1,1000,4,0.5801559999999999
14449,EAR,MissingValueString,0.1,1000000,6,289.109
14450,ENAR,Typo,0.1,100,4,0.077281
14451,EAR,MissingValueString,0.25,10000,6,3.328
14452,ECAR,MissingValueString,0.1,1000,6,0.11524200000000001
14453,EAR,Typo,0.75,100000,2,404.058
14454,ECAR,Typo,0.9,100,2,0.457875
14455,EAR,Typo,0.9,1000000,10,5001.0
14456,EAR,MissingValueString,0.9,1000000,6,467.859
14457,ECAR,Typo,0.9,1000000,6,4578.0
14458,ECAR,Typo,0.1,10000,4,5.773
14459,EAR,Typo,0.25,1000000,10,1635.0
14460,ECAR,MissingValueString,0.5,10000,10,1.797
14461,ECAR,MissingValueString,0.5,1000000,6,135.077
14462,EAR,MissingValueString,0.5,1000,10,0.508266
14463,ECAR,MissingValueString,0.9,1000,4,0.161883
14464,ENAR,MissingValueString,0.9,100000,10,35.453
14465,ENAR,MissingValueString,0.9,100,10,0.032789
14466,ECAR,Typo,0.5,10000,6,26.088
14467,ENAR,MissingValueString,0.5,100,8,0.030992000000000002
14468,EAR,Typo,0.9,10000,10,50.261
14469,EAR,MissingValueString,0.5,1000000,6,378.245
14470,ECAR,MissingValueString,0.5,100,10,0.015413999999999999
14471,EAR,MissingValueString,0.5,10000,2,2.701
14472,ECAR,MissingValueString,0.75,1000,8,0.18083600000000002
14473,ENAR,Typo,0.25,100,4,0.151344
14474,ENAR,Typo,0.25,1000,2,1.452
14475,ECAR,MissingValueString,0.9,100,10,0.016414
14476,ENAR,MissingValueString,0.1,1000,8,0.25638299999999997
14477,ECAR,Typo,0.5,1000000,4,2568.0
14478,EAR,MissingValueString,0.25,100000,6,31.548
14479,ENAR,Typo,0.9,1000,8,4.802
14480,EAR,Typo,0.9,100,2,0.483117
14481,ENAR,Typo,0.9,1000,2,4.75
14482,ENAR,Typo,0.1,100000,6,71.279
14483,ECAR,MissingValueString,0.25,1000000,2,88.586
14484,EAR,MissingValueString,0.5,1000,8,0.451578
14485,EAR,MissingValueString,0.9,1000000,4,406.441
14486,EAR,MissingValueString,0.1,10000,6,3.025
14487,ECAR,Typo,0.75,1000,10,3.894
14488,ENAR,MissingValueString,0.25,100,4,0.026890999999999998
14489,ECAR,Typo,0.5,1000000,2,2552.0
14490,ENAR,Typo,0.75,100000,2,401.751
14491,EAR,Typo,0.25,1000,6,1.566
14492,ENAR,Typo,0.5,1000000,2,2694.0
14493,ECAR,Typo,0.5,100000,4,259.899
14494,ECAR,Typo,0.9,10000,2,45.882
14495,ECAR,Typo,0.1,100000,8,61.832
14496,ECAR,Typo,0.25,10000,2,13.162
14497,ECAR,Typo,0.9,100,4,0.459453
14498,ECAR,Typo,0.5,100,4,0.258453
14499,EAR,Typo,0.75,1000000,4,4053.0
14500,EAR,MissingValueString,0.75,1000,10,0.562
14501,ECAR,Typo,0.5,10000,8,26.259
14502,ECAR,MissingValueString,0.75,100000,2,11.6
14503,ECAR,Typo,0.25,1000,10,1.389
14504,ENAR,MissingValueString,0.75,1000,6,0.330992
14505,EAR,MissingValueString,0.75,10000,4,3.695
14506,EAR,Typo,0.25,1000,6,1.566
14507,ECAR,MissingValueString,0.75,100,6,0.013289
14508,ENAR,MissingValueString,0.5,1000000,10,316.54
14509,EAR,Typo,0.75,1000,4,4.071
14510,EAR,Typo,0.9,1000000,8,4941.0
14511,ECAR,MissingValueString,0.25,1000000,4,105.752
14512,ECAR,Typo,0.75,100000,4,388.212
14513,ENAR,Typo,0.25,1000000,8,1478.0
14514,EAR,MissingValueString,0.75,100000,6,39.988
14515,ECAR,MissingValueString,0.9,1000,6,0.180461
14516,EAR,Typo,0.1,100000,4,72.586
14517,ENAR,Typo,0.9,10000,4,47.75
14518,ENAR,Typo,0.5,1000000,8,2745.0
14519,EAR,MissingValueString,0.25,100000,8,36.699
14520,ENAR,MissingValueString,0.5,10000,4,2.739
14521,ENAR,MissingValueString,0.25,10000,2,2.221
14522,ECAR,MissingValueString,0.5,10000,6,1.452
14523,ENAR,Typo,0.25,1000,8,1.504
14524,ECAR,MissingValueString,0.75,10000,6,1.665
14525,ECAR,MissingValueString,0.1,100,8,0.013852
14526,ENAR,MissingValueString,0.9,100000,2,28.587
14527,EAR,Typo,0.5,100,6,0.291805
14528,EAR,MissingValueString,0.75,1000000,6,435.253
14529,ENAR,MissingValueString,0.5,1000,10,0.33489800000000003
14530,ECAR,Typo,0.25,100,10,0.139867
14531,ENAR,Typo,0.5,10000,10,27.888
14532,ENAR,MissingValueString,0.1,100,10,0.031773
14533,EAR,MissingValueString,0.5,1000,2,0.28151600000000004
14534,ECAR,MissingValueString,0.25,100,2,0.009164
14535,ENAR,Typo,0.5,10000,4,27.373
14536,ECAR,Typo,0.75,10000,2,38.357
14537,ECAR,Typo,0.9,100000,10,468.549
14538,EAR,MissingValueString,0.75,1000000,10,553.509
14539,EAR,Typo,0.25,10000,10,16.593
14540,EAR,MissingValueString,0.9,100,2,0.036421999999999996
14541,ENAR,Typo,0.5,10000,10,27.888
14542,ENAR,MissingValueString,0.9,100,4,0.028102000000000002
14543,EAR,MissingValueString,0.5,1000,4,0.338203
14544,ENAR,MissingValueString,0.25,1000,2,0.23333600000000002
14545,ENAR,Typo,0.25,1000,4,1.47
14546,EAR,Typo,0.9,10000,6,49.033
14547,ECAR,Typo,0.75,100,8,0.389133
14548,EAR,MissingValueString,0.25,10000,6,3.328
14549,ENAR,MissingValueString,0.9,10000,8,3.619
14550,EAR,MissingValueString,0.25,100000,4,26.399
14551,ENAR,MissingValueString,0.9,1000000,10,372.791
14552,ECAR,Typo,0.5,10000,2,25.744
14553,EAR,Typo,0.75,1000000,2,3995.0
14554,EAR,Typo,0.1,100000,4,72.586
14555,ENAR,MissingValueString,0.5,100,8,0.030992000000000002
14556,EAR,Typo,0.5,100000,10,293.724
14557,EAR,MissingValueString,0.75,100000,8,45.901
14558,ENAR,MissingValueString,0.25,10000,10,2.908
14559,ECAR,MissingValueString,0.9,100,6,0.013289
14560,ENAR,Typo,0.25,10000,10,15.142
14561,ENAR,MissingValueString,0.5,1000,6,0.299742
14562,ECAR,Typo,0.25,10000,4,13.334
14563,ECAR,Typo,0.75,1000000,6,3831.0
14564,EAR,MissingValueString,0.9,100,10,0.059984
14565,ECAR,MissingValueString,0.75,1000000,8,164.88
14566,EAR,MissingValueString,0.1,100,10,0.051234
14567,ENAR,MissingValueString,0.25,100000,10,27.952
14568,ECAR,MissingValueString,0.9,10000,2,1.407
14569,EAR,Typo,0.1,1000,2,0.693664
14570,ENAR,Typo,0.5,100000,2,271.864
14571,ENAR,MissingValueString,0.5,1000000,10,316.541
14572,ENAR,Typo,0.9,10000,2,47.578
14573,ECAR,Typo,0.9,100,2,0.457875
14574,ECAR,Typo,0.25,1000000,8,1357.0
14575,ECAR,MissingValueString,0.9,1000000,2,120.963
14576,EAR,MissingValueString,0.9,10000,10,5.786
14577,ECAR,MissingValueString,0.1,100,2,0.010164
14578,EAR,Typo,0.1,100000,8,82.428
14579,EAR,MissingValueString,0.5,1000000,6,378.245
14580,ENAR,MissingValueString,0.1,100,10,0.031773
14581,EAR,Typo,0.9,100,8,0.50232
14582,EAR,Typo,0.25,1000,2,1.463
14583,ECAR,Typo,0.25,100,10,0.139867
14584,EAR,MissingValueString,0.5,10000,10,4.914
14585,ECAR,MissingValueString,0.1,100,4,0.010727
14586,EAR,Typo,0.75,100,8,0.426633
14587,ENAR,Typo,0.25,100,2,0.149977
14588,EAR,Typo,0.5,1000,8,2.903
14589,ENAR,MissingValueString,0.9,1000,8,0.36732
14590,ENAR,MissingValueString,0.5,100,8,0.030992000000000002
14591,ENAR,MissingValueString,0.25,1000000,10,282.076
14592,EAR,MissingValueString,0.25,1000,10,0.455531
14593,EAR,Typo,0.5,1000,6,2.848
14594,EAR,Typo,0.5,1000000,10,2930.0
14595,ENAR,MissingValueString,0.9,100,6,0.029664000000000003
14596,ENAR,Typo,0.5,10000,4,27.373
14597,EAR,MissingValueString,0.9,1000,8,0.5297029999999999
14598,EAR,MissingValueString,0.9,1000000,8,529.275
14599,ECAR,MissingValueString,0.9,1000,6,0.179461
14600,ENAR,Typo,0.25,1000,2,1.452
14601,EAR,MissingValueString,0.75,1000,2,0.318625
14602,ENAR,MissingValueString,0.9,100000,6,32.019
14603,ENAR,MissingValueString,0.25,1000000,10,282.077
14604,EAR,Typo,0.75,100000,4,408.97
14605,EAR,Typo,0.75,100,8,0.426633
14606,EAR,Typo,0.25,100,8,0.173102
14607,ENAR,MissingValueString,0.5,10000,8,3.082
14608,EAR,MissingValueString,0.1,1000,4,0.261641
14609,ECAR,MissingValueString,0.75,100,6,0.013289
14610,EAR,MissingValueString,0.75,100,6,0.046664000000000004
14611,EAR,Typo,0.75,1000000,6,4110.0
14612,ECAR,MissingValueString,0.9,100,10,0.017414000000000002
14613,ENAR,Typo,0.75,1000,4,4.006
14614,ECAR,MissingValueString,0.75,100,4,0.011727
14615,ENAR,Typo,0.75,1000,10,4.058
14616,ENAR,Typo,0.1,1000,6,0.721266
14617,ECAR,MissingValueString,0.1,1000000,8,132.216
14618,EAR,Typo,0.1,1000,4,0.7441019999999999
14619,ENAR,Typo,0.9,10000,2,47.579
14620,EAR,Typo,0.25,10000,10,16.593
14621,EAR,MissingValueString,0.75,10000,8,4.878
14622,EAR,Typo,0.1,1000000,4,730.356
14623,ENAR,Typo,0.5,100,2,0.273219
14624,ENAR,MissingValueString,0.1,100,6,0.028336
14625,EAR,MissingValueString,0.75,100000,8,45.901
14626,ENAR,Typo,0.9,100000,10,484.749
14627,ECAR,Typo,0.75,1000000,10,3864.0
14628,ENAR,MissingValueString,0.1,100000,8,24.505
14629,ECAR,MissingValueString,0.75,100,4,0.011727
14630,ECAR,Typo,0.5,100,4,0.259453
14631,ECAR,Typo,0.5,100,6,0.259984
14632,EAR,MissingValueString,0.25,1000000,4,270.931
14633,EAR,MissingValueString,0.1,10000,10,4.009
14634,ENAR,Typo,0.9,100000,6,479.315
14635,EAR,MissingValueString,0.9,1000,2,0.341891
14636,ENAR,Typo,0.1,100000,10,74.712
14637,ENAR,Typo,0.25,10000,6,14.799
14638,ECAR,MissingValueString,0.1,1000,2,0.080086
14639,ECAR,MissingValueString,0.75,1000,2,0.128102
14640,ENAR,Typo,0.5,10000,8,27.717
14641,EAR,Typo,0.1,1000000,2,681.145
14642,ENAR,MissingValueString,0.1,1000,2,0.204648
14643,EAR,MissingValueString,0.9,100000,10,54.805
14644,ENAR,MissingValueString,0.1,1000,8,0.257383
14645,ECAR,MissingValueString,0.9,10000,8,1.922
14646,ECAR,Typo,0.9,100,6,0.460984
14647,EAR,Typo,0.9,100,8,0.50332
14648,ENAR,MissingValueString,0.9,10000,4,3.275
14649,ENAR,Typo,0.1,1000,8,0.7388440000000001
14650,EAR,Typo,0.9,1000000,4,4821.0
14651,ENAR,Typo,0.25,100,2,0.149977
14652,ECAR,Typo,0.75,100000,6,388.929
14653,ECAR,MissingValueString,0.9,1000000,6,155.296
14654,ENAR,MissingValueString,0.1,100,10,0.031773
14655,ENAR,Typo,0.25,1000000,4,1444.0
14656,ECAR,MissingValueString,0.1,1000000,10,149.383
14657,EAR,MissingValueString,0.9,1000000,6,467.858
14658,ENAR,MissingValueString,0.1,10000,10,2.684
14659,EAR,Typo,0.25,10000,2,14.533
14660,ENAR,Typo,0.1,1000000,2,682.557
14661,ECAR,Typo,0.9,1000,6,4.618
14662,ENAR,Typo,0.75,1000000,2,3962.0
14663,ECAR,Typo,0.25,1000000,2,1307.0
14664,EAR,Typo,0.9,100000,2,481.533
14665,EAR,MissingValueString,0.9,10000,4,3.943
14666,ENAR,MissingValueString,0.1,100000,10,26.222
14667,EAR,MissingValueString,0.9,100000,8,48.662
14668,ENAR,Typo,0.1,1000000,4,699.723
14669,EAR,MissingValueString,0.9,1000,6,0.466766
14670,EAR,MissingValueString,0.1,1000000,10,387.528
14671,EAR,MissingValueString,0.5,10000,6,3.808
14672,EAR,Typo,0.25,1000,4,1.516
14673,EAR,Typo,0.1,1000000,10,877.984
14674,EAR,MissingValueString,0.75,10000,10,5.469
14675,EAR,Typo,0.9,100,6,0.495398
14676,ENAR,Typo,0.9,100,8,0.479703
14677,EAR,Typo,0.9,1000,4,4.837
14678,EAR,MissingValueString,0.25,100,8,0.048648000000000004
14679,EAR,MissingValueString,0.9,1000000,4,406.442
14680,ENAR,Typo,0.9,1000000,6,4756.0
14681,EAR,Typo,0.9,1000,10,5.022
14682,ENAR,MissingValueString,0.9,10000,4,3.275
14683,ECAR,MissingValueString,0.9,1000000,10,189.628
14684,EAR,Typo,0.1,1000000,10,877.984
14685,EAR,Typo,0.25,1000,6,1.566
14686,ECAR,Typo,0.1,1000000,10,640.838
14687,ECAR,MissingValueString,0.1,10000,6,1.159
14688,ENAR,MissingValueString,0.1,100,4,0.027773
14689,ENAR,MissingValueString,0.25,100,4,0.026890999999999998
14690,ENAR,Typo,0.1,10000,6,7.127
14691,ENAR,MissingValueString,0.9,100,2,0.027539
14692,ECAR,MissingValueString,0.25,10000,4,1.099
14693,EAR,Typo,0.1,100,10,0.101742
14694,ECAR,Typo,0.1,10000,2,5.601
14695,ENAR,Typo,0.25,1000,8,1.504
14696,ECAR,MissingValueString,0.25,10000,4,1.099
14697,ENAR,MissingValueString,0.5,100,8,0.030992000000000002
14698,ECAR,Typo,0.1,100,6,0.06279699999999999
14699,EAR,Typo,0.25,100000,10,164.74
14700,ECAR,MissingValueString,0.9,100,2,0.010164
14701,EAR,Typo,0.75,1000000,4,4053.0
14702,EAR,MissingValueString,0.5,1000000,4,322.933
14703,ENAR,MissingValueString,0.5,100,10,0.031773
14704,ENAR,Typo,0.75,100,4,0.401156
14705,ECAR,MissingValueString,0.9,1000,2,0.14530500000000002
14706,ENAR,Typo,0.75,1000,2,3.99
14707,EAR,Typo,0.75,1000000,8,4168.0
14708,ENAR,MissingValueString,0.25,10000,10,2.908
14709,ECAR,MissingValueString,0.5,100,2,0.009164
14710,ENAR,Typo,0.75,1000,10,4.058
14711,EAR,MissingValueString,0.1,10000,6,3.025
14712,ECAR,MissingValueString,0.5,1000000,2,100.745
14713,ENAR,MissingValueString,0.75,10000,8,3.427
14714,EAR,Typo,0.75,1000000,4,4053.0
14715,ECAR,Typo,0.5,100,6,0.259984
14716,ENAR,Typo,0.9,100,10,0.48148399999999997
14717,ENAR,MissingValueString,0.5,10000,6,2.91
14718,ENAR,MissingValueString,0.5,100,10,0.031773
14719,ENAR,Typo,0.5,10000,2,27.202
14720,ENAR,Typo,0.9,10000,6,47.922
14721,ENAR,Typo,0.25,100,4,0.151344
14722,ENAR,MissingValueString,0.9,1000,10,0.385898
14723,ENAR,Typo,0.75,100000,4,403.467
14724,EAR,MissingValueString,0.5,1000000,4,322.932
14725,ECAR,Typo,0.75,100,4,0.38503899999999996
14726,ECAR,Typo,0.75,1000000,10,3864.0
14727,EAR,MissingValueString,0.75,1000,2,0.318625
14728,ENAR,Typo,0.1,100,4,0.077281
14729,ENAR,MissingValueString,0.5,100000,6,27.404
14730,EAR,Typo,0.1,10000,4,7.319
14731,EAR,Typo,0.75,100,4,0.414039
14732,EAR,Typo,0.25,100000,2,144.14
14733,ENAR,MissingValueString,0.1,1000,4,0.222227
14734,ECAR,MissingValueString,0.1,1000,6,0.11524200000000001
14735,EAR,Typo,0.5,1000,8,2.903
14736,EAR,MissingValueString,0.9,100000,8,48.662
14737,ECAR,Typo,0.75,100000,4,388.212
14738,EAR,Typo,0.1,100,8,0.09747700000000001
14739,EAR,Typo,0.25,100000,4,149.291
14740,ECAR,Typo,0.9,10000,2,45.882
14741,ECAR,MissingValueString,0.75,1000,6,0.16325800000000001
14742,ENAR,Typo,0.5,1000,6,2.755
14743,ECAR,Typo,0.25,10000,8,13.677
14744,EAR,MissingValueString,0.1,100,2,0.031984
14745,ECAR,MissingValueString,0.1,100000,6,11.624
14746,ECAR,MissingValueString,0.75,100,6,0.013289
14747,ECAR,Typo,0.5,10000,6,26.087
14748,ECAR,Typo,0.75,100,6,0.38656999999999997
14749,ECAR,MissingValueString,0.25,1000000,10,157.25
14750,EAR,Typo,0.1,100000,6,77.507
14751,ENAR,MissingValueString,0.75,100,2,0.026312000000000002
14752,ECAR,Typo,0.1,100000,6,60.116
14753,ENAR,Typo,0.9,100,6,0.477359
14754,ENAR,MissingValueString,0.9,1000000,4,321.292
14755,ENAR,Typo,0.25,1000000,4,1444.0
14756,ENAR,Typo,0.9,10000,10,48.265
14757,EAR,Typo,0.1,1000,8,0.844977
14758,EAR,Typo,0.25,100000,8,159.59
14759,EAR,MissingValueString,0.1,10000,8,3.517
14760,EAR,Typo,0.5,1000000,6,2822.0
14761,EAR,Typo,0.1,100000,10,87.349
14762,EAR,MissingValueString,0.75,100000,4,34.076
14763,ENAR,MissingValueString,0.1,1000000,6,226.435
14764,ENAR,Typo,0.1,1000000,10,751.221
14765,ECAR,Typo,0.9,100000,10,468.55
14766,ENAR,MissingValueString,0.75,1000000,6,317.864
14767,ENAR,MissingValueString,0.5,1000,10,0.33489800000000003
14768,EAR,MissingValueString,0.1,1000,8,0.362516
14769,ENAR,Typo,0.25,100000,10,150.844
14770,ENAR,Typo,0.5,100,4,0.275172
14771,ENAR,Typo,0.5,100000,8,276.014
14772,ENAR,Typo,0.1,100000,10,74.712
14773,ECAR,MissingValueString,0.5,100,10,0.015413999999999999
14774,ECAR,MissingValueString,0.1,1000000,2,80.718
14775,EAR,MissingValueString,0.25,100000,6,31.548
14776,ENAR,Typo,0.9,100,8,0.479703
14777,EAR,MissingValueString,0.25,10000,8,3.843
14778,EAR,MissingValueString,0.75,1000,10,0.561
14779,EAR,Typo,0.9,10000,10,50.261
14780,ENAR,MissingValueString,0.5,1000000,2,247.876
14781,ECAR,MissingValueString,0.75,1000,8,0.18083600000000002
14782,EAR,MissingValueString,0.75,10000,2,3.104
14783,ECAR,Typo,0.5,100,8,0.26154700000000003
14784,ENAR,Typo,0.9,10000,10,48.265
14785,ENAR,Typo,0.75,10000,8,40.462
14786,ENAR,Typo,0.1,1000,8,0.7388440000000001
14787,EAR,Typo,0.1,100,2,0.08249200000000001
14788,EAR,MissingValueString,0.5,10000,4,3.254
14789,ENAR,MissingValueString,0.9,100,10,0.032789
14790,EAR,MissingValueString,0.1,100000,6,29.016
14791,ECAR,MissingValueString,0.75,100000,8,16.75
14792,EAR,Typo,0.5,1000000,6,2822.0
14793,ECAR,MissingValueString,0.75,10000,10,2.009
14794,EAR,MissingValueString,0.75,10000,6,4.287
14795,ECAR,Typo,0.5,1000000,10,2619.0
14796,ENAR,MissingValueString,0.5,1000000,8,299.375
14797,EAR,Typo,0.75,100000,8,419.796
14798,EAR,Typo,0.5,1000,4,2.793
14799,EAR,Typo,0.5,100,6,0.291805
14800,ENAR,MissingValueString,0.1,100,8,0.03068
14801,ENAR,Typo,0.75,100,8,0.40506200000000003
14802,EAR,Typo,0.9,1000000,2,4761.0
14803,EAR,MissingValueString,0.25,100000,8,36.698
14804,ECAR,MissingValueString,0.75,100000,10,18.467
14805,ECAR,MissingValueString,0.5,100000,10,17.156
14806,EAR,MissingValueString,0.9,100,10,0.059984
14807,ENAR,MissingValueString,0.1,100000,6,22.788
14808,EAR,MissingValueString,0.9,1000,10,0.592641
14809,ECAR,MissingValueString,0.5,100,2,0.009164
14810,ECAR,MissingValueString,0.75,100000,8,16.75
14811,ENAR,Typo,0.25,100000,2,143.977
14812,ENAR,MissingValueString,0.9,10000,8,3.618
14813,ENAR,Typo,0.5,10000,8,27.717
14814,ECAR,Typo,0.75,10000,10,39.044
14815,EAR,MissingValueString,0.75,100000,10,51.814
14816,EAR,Typo,0.5,10000,6,28.443
