,mechanism,type,rate,nrow,ncol,seconds_runtime
1570,EAR,MissingValueNumeric,0.5,10000,4,0.0115182399749755
1571,EAR,MissingValueNumeric,0.5,10000,4,0.0100030899047851
1572,EAR,MissingValueNumeric,0.5,10000,4,0.0099072456359863
1573,EAR,MissingValueNumeric,0.5,10000,4,0.0098998546600341
1574,EAR,MissingValueNumeric,0.5,10000,4,0.0098984241485595
1575,EAR,MissingValueNumeric,0.5,10000,4,0.0098307132720947
1576,EAR,MissingValueNumeric,0.5,10000,4,0.0099282264709472
1577,EAR,MissingValueNumeric,0.5,10000,4,0.0099098682403564
1578,EAR,MissingValueNumeric,0.5,10000,4,0.010120153427124
1579,EAR,MissingValueNumeric,0.5,10000,4,0.009636640548706
1580,EAR,MissingValueNumeric,0.75,10000,4,0.0116176605224609
1581,EAR,MissingValueNumeric,0.75,10000,4,0.0105905532836914
1582,EAR,MissingValueNumeric,0.75,10000,4,0.0106699466705322
1583,EAR,MissingValueNumeric,0.75,10000,4,0.0105857849121093
1584,EAR,MissingValueNumeric,0.75,10000,4,0.0103960037231445
1585,EAR,MissingValueNumeric,0.75,10000,4,0.0101304054260253
1586,EAR,MissingValueNumeric,0.75,10000,4,0.0102198123931884
1587,EAR,MissingValueNumeric,0.75,10000,4,0.0103323459625244
1588,EAR,MissingValueNumeric,0.75,10000,4,0.0104432106018066
1589,EAR,MissingValueNumeric,0.75,10000,4,0.0107805728912353
1590,EAR,MissingValueNumeric,0.9,10000,4,0.0124709606170654
1591,EAR,MissingValueNumeric,0.9,10000,4,0.0100553035736083
1592,EAR,MissingValueNumeric,0.9,10000,4,0.010338544845581
1593,EAR,MissingValueNumeric,0.9,10000,4,0.010099172592163
1594,EAR,MissingValueNumeric,0.9,10000,4,0.0099561214447021
1595,EAR,MissingValueNumeric,0.9,10000,4,0.0096666812896728
1596,EAR,MissingValueNumeric,0.9,10000,4,0.0098593235015869
1597,EAR,MissingValueNumeric,0.9,10000,4,0.0101246833801269
1598,EAR,MissingValueNumeric,0.9,10000,4,0.0101351737976074
1599,EAR,MissingValueNumeric,0.9,10000,4,0.0100448131561279
1600,EAR,MissingValueNumeric,0.1,10000,6,0.0089225769042968
1601,EAR,MissingValueNumeric,0.1,10000,6,0.0081336498260498
1602,EAR,MissingValueNumeric,0.1,10000,6,0.0090432167053222
1603,EAR,MissingValueNumeric,0.1,10000,6,0.0107707977294921
1604,EAR,MissingValueNumeric,0.1,10000,6,0.0082170963287353
1605,EAR,MissingValueNumeric,0.1,10000,6,0.0080146789550781
1606,EAR,MissingValueNumeric,0.1,10000,6,0.0078856945037841
1607,EAR,MissingValueNumeric,0.1,10000,6,0.008317232131958
1608,EAR,MissingValueNumeric,0.1,10000,6,0.0077860355377197
1609,EAR,MissingValueNumeric,0.1,10000,6,0.0079352855682373
1610,EAR,MissingValueNumeric,0.25,10000,6,0.0100033283233642
1611,EAR,MissingValueNumeric,0.25,10000,6,0.0086960792541503
1612,EAR,MissingValueNumeric,0.25,10000,6,0.0085878372192382
1613,EAR,MissingValueNumeric,0.25,10000,6,0.0086312294006347
1614,EAR,MissingValueNumeric,0.25,10000,6,0.0083012580871582
1615,EAR,MissingValueNumeric,0.25,10000,6,0.0084805488586425
1616,EAR,MissingValueNumeric,0.25,10000,6,0.0086495876312255
1617,EAR,MissingValueNumeric,0.25,10000,6,0.0087265968322753
1618,EAR,MissingValueNumeric,0.25,10000,6,0.0086383819580078
1619,EAR,MissingValueNumeric,0.25,10000,6,0.0081977844238281
1620,EAR,MissingValueNumeric,0.5,10000,6,0.0099482536315917
1621,EAR,MissingValueNumeric,0.5,10000,6,0.0092544555664062
1622,EAR,MissingValueNumeric,0.5,10000,6,0.0094120502471923
1623,EAR,MissingValueNumeric,0.5,10000,6,0.0093388557434082
1624,EAR,MissingValueNumeric,0.5,10000,6,0.0093483924865722
1625,EAR,MissingValueNumeric,0.5,10000,6,0.0092644691467285
1626,EAR,MissingValueNumeric,0.5,10000,6,0.0097527503967285
1627,EAR,MissingValueNumeric,0.5,10000,6,0.0099613666534423
1628,EAR,MissingValueNumeric,0.5,10000,6,0.0116810798645019
1629,EAR,MissingValueNumeric,0.5,10000,6,0.0114912986755371
1630,EAR,MissingValueNumeric,0.75,10000,6,0.0118491649627685
1631,EAR,MissingValueNumeric,0.75,10000,6,0.0109393596649169
1632,EAR,MissingValueNumeric,0.75,10000,6,0.0110096931457519
1633,EAR,MissingValueNumeric,0.75,10000,6,0.0107505321502685
1634,EAR,MissingValueNumeric,0.75,10000,6,0.0099203586578369
1635,EAR,MissingValueNumeric,0.75,10000,6,0.0098497867584228
1636,EAR,MissingValueNumeric,0.75,10000,6,0.0100672245025634
1637,EAR,MissingValueNumeric,0.75,10000,6,0.0100054740905761
1638,EAR,MissingValueNumeric,0.75,10000,6,0.0096576213836669
1639,EAR,MissingValueNumeric,0.75,10000,6,0.0101187229156494
1640,EAR,MissingValueNumeric,0.9,10000,6,0.0111804008483886
1641,EAR,MissingValueNumeric,0.9,10000,6,0.0107729434967041
1642,EAR,MissingValueNumeric,0.9,10000,6,0.0106565952301025
1643,EAR,MissingValueNumeric,0.9,10000,6,0.0107455253601074
1644,EAR,MissingValueNumeric,0.9,10000,6,0.0106759071350097
1645,EAR,MissingValueNumeric,0.9,10000,6,0.0104186534881591
1646,EAR,MissingValueNumeric,0.9,10000,6,0.0107126235961914
1647,EAR,MissingValueNumeric,0.9,10000,6,0.0114872455596923
1648,EAR,MissingValueNumeric,0.9,10000,6,0.0117697715759277
1649,EAR,MissingValueNumeric,0.9,10000,6,0.0114970207214355
1650,EAR,MissingValueNumeric,0.1,10000,8,0.0102269649505615
1651,EAR,MissingValueNumeric,0.1,10000,8,0.0098228454589843
1652,EAR,MissingValueNumeric,0.1,10000,8,0.0099420547485351
1653,EAR,MissingValueNumeric,0.1,10000,8,0.0100367069244384
1654,EAR,MissingValueNumeric,0.1,10000,8,0.0099766254425048
1655,EAR,MissingValueNumeric,0.1,10000,8,0.0097858905792236
1656,EAR,MissingValueNumeric,0.1,10000,8,0.0092425346374511
1657,EAR,MissingValueNumeric,0.1,10000,8,0.0092504024505615
1658,EAR,MissingValueNumeric,0.1,10000,8,0.009350299835205
1659,EAR,MissingValueNumeric,0.1,10000,8,0.0092730522155761
1660,EAR,MissingValueNumeric,0.25,10000,8,0.0091674327850341
1661,EAR,MissingValueNumeric,0.25,10000,8,0.0083112716674804
1662,EAR,MissingValueNumeric,0.25,10000,8,0.0083296298980712
1663,EAR,MissingValueNumeric,0.25,10000,8,0.0083844661712646
1664,EAR,MissingValueNumeric,0.25,10000,8,0.0083775520324707
1665,EAR,MissingValueNumeric,0.25,10000,8,0.0085432529449462
1666,EAR,MissingValueNumeric,0.25,10000,8,0.0085988044738769
1667,EAR,MissingValueNumeric,0.25,10000,8,0.0084738731384277
1668,EAR,MissingValueNumeric,0.25,10000,8,0.0086822509765625
1669,EAR,MissingValueNumeric,0.25,10000,8,0.0083975791931152
1670,EAR,MissingValueNumeric,0.5,10000,8,0.0106475353240966
1671,EAR,MissingValueNumeric,0.5,10000,8,0.0097095966339111
1672,EAR,MissingValueNumeric,0.5,10000,8,0.0102632045745849
1673,EAR,MissingValueNumeric,0.5,10000,8,0.0096321105957031
1674,EAR,MissingValueNumeric,0.5,10000,8,0.0095331668853759
1675,EAR,MissingValueNumeric,0.5,10000,8,0.009462833404541
1676,EAR,MissingValueNumeric,0.5,10000,8,0.0095369815826416
1677,EAR,MissingValueNumeric,0.5,10000,8,0.0095393657684326
1678,EAR,MissingValueNumeric,0.5,10000,8,0.0095176696777343
1679,EAR,MissingValueNumeric,0.5,10000,8,0.0093564987182617
1680,EAR,MissingValueNumeric,0.1,1000000,2,0.5689783096313477
1681,EAR,MissingValueNumeric,0.1,1000000,2,0.5829641819000244
1682,EAR,MissingValueNumeric,0.1,1000000,2,0.6417667865753174
1683,EAR,MissingValueNumeric,0.1,1000000,2,0.6565697193145752
1684,EAR,MissingValueNumeric,0.1,1000000,2,0.6874027252197266
1685,EAR,MissingValueNumeric,0.1,1000000,2,0.6309254169464111
1686,EAR,MissingValueNumeric,0.1,1000000,2,0.6531577110290527
1687,EAR,MissingValueNumeric,0.1,1000000,2,0.6182425022125244
1688,EAR,MissingValueNumeric,0.1,1000000,2,0.6562657356262207
1689,EAR,MissingValueNumeric,0.1,1000000,2,0.6735694408416748
1690,EAR,MissingValueNumeric,0.1,1000000,4,0.7293787002563477
1691,EAR,MissingValueNumeric,0.1,1000000,4,0.7536120414733887
1692,EAR,MissingValueNumeric,0.1,1000000,4,0.7407188415527344
1693,EAR,MissingValueNumeric,0.1,1000000,4,0.8429684638977051
1694,EAR,MissingValueNumeric,0.1,1000000,4,0.7087280750274658
1695,EAR,MissingValueNumeric,0.1,1000000,4,0.6615352630615234
1696,EAR,MissingValueNumeric,0.1,1000000,4,0.6669952869415283
1697,EAR,MissingValueNumeric,0.1,1000000,4,0.6964905261993408
1698,EAR,MissingValueNumeric,0.1,1000000,4,0.6578383445739746
1699,EAR,MissingValueNumeric,0.1,1000000,4,0.6760647296905518
1700,EAR,MissingValueNumeric,0.75,10000,8,0.0113527774810791
1701,EAR,MissingValueNumeric,0.75,10000,8,0.0101864337921142
1702,EAR,MissingValueNumeric,0.75,10000,8,0.0110909938812255
1703,EAR,MissingValueNumeric,0.75,10000,8,0.011336326599121
1704,EAR,MissingValueNumeric,0.75,10000,8,0.0109117031097412
1705,EAR,MissingValueNumeric,0.75,10000,8,0.0112621784210205
1706,EAR,MissingValueNumeric,0.75,10000,8,0.0112566947937011
1707,EAR,MissingValueNumeric,0.75,10000,8,0.0112137794494628
1708,EAR,MissingValueNumeric,0.75,10000,8,0.0113205909729003
1709,EAR,MissingValueNumeric,0.75,10000,8,0.0116243362426757
1710,EAR,MissingValueNumeric,0.1,10000,10,0.0095953941345214
1711,EAR,MissingValueNumeric,0.1,10000,10,0.0086760520935058
1712,EAR,MissingValueNumeric,0.1,10000,10,0.0094704627990722
1713,EAR,MissingValueNumeric,0.1,10000,10,0.0098114013671875
1714,EAR,MissingValueNumeric,0.1,10000,10,0.0088555812835693
1715,EAR,MissingValueNumeric,0.1,10000,10,0.0099093914031982
1716,EAR,MissingValueNumeric,0.1,10000,10,0.0090692043304443
1717,EAR,MissingValueNumeric,0.1,10000,10,0.0092113018035888
1718,EAR,MissingValueNumeric,0.1,10000,10,0.0089037418365478
1719,EAR,MissingValueNumeric,0.1,10000,10,0.0092854499816894
1720,EAR,MissingValueNumeric,0.9,10000,8,0.0115785598754882
1721,EAR,MissingValueNumeric,0.9,10000,8,0.0112795829772949
1722,EAR,MissingValueNumeric,0.9,10000,8,0.0113005638122558
1723,EAR,MissingValueNumeric,0.9,10000,8,0.0113019943237304
1724,EAR,MissingValueNumeric,0.9,10000,8,0.0118284225463867
1725,EAR,MissingValueNumeric,0.9,10000,8,0.0124070644378662
1726,EAR,MissingValueNumeric,0.9,10000,8,0.0119485855102539
1727,EAR,MissingValueNumeric,0.9,10000,8,0.0114972591400146
1728,EAR,MissingValueNumeric,0.9,10000,8,0.0118091106414794
1729,EAR,MissingValueNumeric,0.9,10000,8,0.0114657878875732
1730,EAR,MissingValueNumeric,0.25,1000000,2,0.950709342956543
1731,EAR,MissingValueNumeric,0.25,1000000,2,0.7557229995727539
1732,EAR,MissingValueNumeric,0.25,1000000,2,0.7792987823486328
1733,EAR,MissingValueNumeric,0.25,1000000,2,0.7793807983398438
1734,EAR,MissingValueNumeric,0.25,1000000,2,0.6680493354797363
1735,EAR,MissingValueNumeric,0.25,1000000,2,0.6639783382415771
1736,EAR,MissingValueNumeric,0.25,1000000,2,0.6828839778900146
1737,EAR,MissingValueNumeric,0.25,1000000,2,0.6646480560302734
1738,EAR,MissingValueNumeric,0.25,1000000,2,0.672548770904541
1739,EAR,MissingValueNumeric,0.25,1000000,2,0.6687040328979492
1740,EAR,MissingValueNumeric,0.25,10000,10,0.0142848491668701
1741,EAR,MissingValueNumeric,0.25,10000,10,0.0128452777862548
1742,EAR,MissingValueNumeric,0.25,10000,10,0.01137375831604
1743,EAR,MissingValueNumeric,0.25,10000,10,0.0123696327209472
1744,EAR,MissingValueNumeric,0.25,10000,10,0.0112245082855224
1745,EAR,MissingValueNumeric,0.25,10000,10,0.0112133026123046
1746,EAR,MissingValueNumeric,0.25,10000,10,0.0119388103485107
1747,EAR,MissingValueNumeric,0.25,10000,10,0.0118277072906494
1748,EAR,MissingValueNumeric,0.25,10000,10,0.0110673904418945
1749,EAR,MissingValueNumeric,0.25,10000,10,0.0106511116027832
1750,EAR,MissingValueNumeric,0.75,10000,10,0.0139322280883789
1751,EAR,MissingValueNumeric,0.75,10000,10,0.0117077827453613
1752,EAR,MissingValueNumeric,0.75,10000,10,0.0104646682739257
1753,EAR,MissingValueNumeric,0.75,10000,10,0.0114071369171142
1754,EAR,MissingValueNumeric,0.75,10000,10,0.0109927654266357
1755,EAR,MissingValueNumeric,0.75,10000,10,0.0105977058410644
1756,EAR,MissingValueNumeric,0.75,10000,10,0.0113775730133056
1757,EAR,MissingValueNumeric,0.75,10000,10,0.0112016201019287
1758,EAR,MissingValueNumeric,0.75,10000,10,0.0114290714263916
1759,EAR,MissingValueNumeric,0.75,10000,10,0.0115952491760253
1760,EAR,MissingValueNumeric,0.5,10000,10,0.0104455947875976
1761,EAR,MissingValueNumeric,0.5,10000,10,0.0103328227996826
1762,EAR,MissingValueNumeric,0.5,10000,10,0.0104117393493652
1763,EAR,MissingValueNumeric,0.5,10000,10,0.0108327865600585
1764,EAR,MissingValueNumeric,0.5,10000,10,0.011439561843872
1765,EAR,MissingValueNumeric,0.5,10000,10,0.011378526687622
1766,EAR,MissingValueNumeric,0.5,10000,10,0.0111012458801269
1767,EAR,MissingValueNumeric,0.5,10000,10,0.0111570358276367
1768,EAR,MissingValueNumeric,0.5,10000,10,0.0110440254211425
1769,EAR,MissingValueNumeric,0.5,10000,10,0.0101611614227294
1770,EAR,MissingValueNumeric,0.9,10000,10,0.0136852264404296
1771,EAR,MissingValueNumeric,0.9,10000,10,0.0127303600311279
1772,EAR,MissingValueNumeric,0.9,10000,10,0.0119049549102783
1773,EAR,MissingValueNumeric,0.9,10000,10,0.0118546485900878
1774,EAR,MissingValueNumeric,0.9,10000,10,0.0117843151092529
1775,EAR,MissingValueNumeric,0.9,10000,10,0.0122036933898925
1776,EAR,MissingValueNumeric,0.9,10000,10,0.0116157531738281
1777,EAR,MissingValueNumeric,0.9,10000,10,0.0109152793884277
1778,EAR,MissingValueNumeric,0.9,10000,10,0.0106956958770751
1779,EAR,MissingValueNumeric,0.9,10000,10,0.0109846591949462
1780,EAR,MissingValueNumeric,0.1,1000,2,0.0043869018554687
1781,EAR,MissingValueNumeric,0.1,1000,2,0.0034842491149902
1782,EAR,MissingValueNumeric,0.1,1000,2,0.0034701824188232
1783,EAR,MissingValueNumeric,0.1,1000,2,0.0035128593444824
1784,EAR,MissingValueNumeric,0.1,1000,2,0.0034930706024169
1785,EAR,MissingValueNumeric,0.1,1000,2,0.0034286975860595
1786,EAR,MissingValueNumeric,0.1,1000,2,0.0035233497619628
1787,EAR,MissingValueNumeric,0.1,1000,2,0.0034539699554443
1788,EAR,MissingValueNumeric,0.1,1000,2,0.00343918800354
1789,EAR,MissingValueNumeric,0.1,1000,2,0.0034246444702148
1790,EAR,MissingValueNumeric,0.25,1000,2,0.0048921108245849
1791,EAR,MissingValueNumeric,0.25,1000,2,0.0036463737487792
1792,EAR,MissingValueNumeric,0.25,1000,2,0.0038197040557861
1793,EAR,MissingValueNumeric,0.25,1000,2,0.0035333633422851
1794,EAR,MissingValueNumeric,0.25,1000,2,0.0036849975585937
1795,EAR,MissingValueNumeric,0.25,1000,2,0.0036351680755615
1796,EAR,MissingValueNumeric,0.25,1000,2,0.0037043094635009
1797,EAR,MissingValueNumeric,0.25,1000,2,0.0036137104034423
1798,EAR,MissingValueNumeric,0.25,1000,2,0.0038046836853027
1799,EAR,MissingValueNumeric,0.25,1000,2,0.0035953521728515
1800,EAR,MissingValueNumeric,0.5,1000,2,0.0041408538818359
1801,EAR,MissingValueNumeric,0.5,1000,2,0.0036323070526123
1802,EAR,MissingValueNumeric,0.5,1000,2,0.0035121440887451
1803,EAR,MissingValueNumeric,0.5,1000,2,0.0035512447357177
1804,EAR,MissingValueNumeric,0.5,1000,2,0.0035281181335449
1805,EAR,MissingValueNumeric,0.5,1000,2,0.0035333633422851
1806,EAR,MissingValueNumeric,0.5,1000,2,0.0034973621368408
1807,EAR,MissingValueNumeric,0.5,1000,2,0.0034685134887695
1808,EAR,MissingValueNumeric,0.5,1000,2,0.0035879611968994
1809,EAR,MissingValueNumeric,0.5,1000,2,0.0037891864776611
1810,EAR,MissingValueNumeric,0.75,1000,2,0.0051329135894775
1811,EAR,MissingValueNumeric,0.75,1000,2,0.0040335655212402
1812,EAR,MissingValueNumeric,0.75,1000,2,0.0037453174591064
1813,EAR,MissingValueNumeric,0.75,1000,2,0.0035915374755859
1814,EAR,MissingValueNumeric,0.75,1000,2,0.0037763118743896
1815,EAR,MissingValueNumeric,0.75,1000,2,0.0037059783935546
1816,EAR,MissingValueNumeric,0.75,1000,2,0.0038292407989501
1817,EAR,MissingValueNumeric,0.75,1000,2,0.0037667751312255
1818,EAR,MissingValueNumeric,0.75,1000,2,0.0039203166961669
1819,EAR,MissingValueNumeric,0.75,1000,2,0.0039427280426025
1820,EAR,MissingValueNumeric,0.9,1000,2,0.0047316551208496
1821,EAR,MissingValueNumeric,0.9,1000,2,0.0040326118469238
1822,EAR,MissingValueNumeric,0.9,1000,2,0.0042457580566406
1823,EAR,MissingValueNumeric,0.9,1000,2,0.0043094158172607
1824,EAR,MissingValueNumeric,0.9,1000,2,0.0042331218719482
1825,EAR,MissingValueNumeric,0.9,1000,2,0.0041971206665039
1826,EAR,MissingValueNumeric,0.9,1000,2,0.00435471534729
1827,EAR,MissingValueNumeric,0.9,1000,2,0.0040926933288574
1828,EAR,MissingValueNumeric,0.9,1000,2,0.0041954517364501
1829,EAR,MissingValueNumeric,0.9,1000,2,0.004119873046875
1830,EAR,MissingValueNumeric,0.1,1000,4,0.0045697689056396
1831,EAR,MissingValueNumeric,0.1,1000,4,0.0039856433868408
1832,EAR,MissingValueNumeric,0.1,1000,4,0.0036873817443847
1833,EAR,MissingValueNumeric,0.1,1000,4,0.0037596225738525
1834,EAR,MissingValueNumeric,0.1,1000,4,0.0039241313934326
1835,EAR,MissingValueNumeric,0.1,1000,4,0.004521369934082
1836,EAR,MissingValueNumeric,0.1,1000,4,0.0054125785827636
1837,EAR,MissingValueNumeric,0.1,1000,4,0.0043709278106689
1838,EAR,MissingValueNumeric,0.1,1000,4,0.0037910938262939
1839,EAR,MissingValueNumeric,0.1,1000,4,0.0037200450897216
1840,EAR,MissingValueNumeric,0.25,1000000,4,1.0422468185424805
1841,EAR,MissingValueNumeric,0.25,1000000,4,0.7965457439422607
1842,EAR,MissingValueNumeric,0.25,1000000,4,0.7619218826293945
1843,EAR,MissingValueNumeric,0.25,1000000,4,0.7834692001342773
1844,EAR,MissingValueNumeric,0.25,1000000,4,0.7736384868621826
1845,EAR,MissingValueNumeric,0.25,1000000,4,0.7389757633209229
1846,EAR,MissingValueNumeric,0.25,1000000,4,0.7498805522918701
1847,EAR,MissingValueNumeric,0.25,1000000,4,0.7312171459197998
1848,EAR,MissingValueNumeric,0.25,1000000,4,0.716691255569458
1849,EAR,MissingValueNumeric,0.25,1000000,4,0.7268915176391602
1850,EAR,MissingValueNumeric,0.25,1000,4,0.0043168067932128
1851,EAR,MissingValueNumeric,0.25,1000,4,0.0036754608154296
1852,EAR,MissingValueNumeric,0.25,1000,4,0.0034596920013427
1853,EAR,MissingValueNumeric,0.25,1000,4,0.00368332862854
1854,EAR,MissingValueNumeric,0.25,1000,4,0.0036525726318359
1855,EAR,MissingValueNumeric,0.25,1000,4,0.003425121307373
1856,EAR,MissingValueNumeric,0.25,1000,4,0.0034325122833251
1857,EAR,MissingValueNumeric,0.25,1000,4,0.0034015178680419
1858,EAR,MissingValueNumeric,0.25,1000,4,0.003455638885498
1859,EAR,MissingValueNumeric,0.25,1000,4,0.0033998489379882
1860,EAR,MissingValueNumeric,0.5,1000,4,0.004610538482666
1861,EAR,MissingValueNumeric,0.5,1000,4,0.0039081573486328
1862,EAR,MissingValueNumeric,0.5,1000,4,0.0039308071136474
1863,EAR,MissingValueNumeric,0.5,1000,4,0.0039103031158447
1864,EAR,MissingValueNumeric,0.5,1000,4,0.0039057731628417
1865,EAR,MissingValueNumeric,0.5,1000,4,0.0038707256317138
1866,EAR,MissingValueNumeric,0.5,1000,4,0.0038497447967529
1867,EAR,MissingValueNumeric,0.5,1000,4,0.0037930011749267
1868,EAR,MissingValueNumeric,0.5,1000,4,0.0038619041442871
1869,EAR,MissingValueNumeric,0.5,1000,4,0.0040259361267089
1870,EAR,MissingValueNumeric,0.75,1000,4,0.0044867992401123
1871,EAR,MissingValueNumeric,0.75,1000,4,0.0036814212799072
1872,EAR,MissingValueNumeric,0.75,1000,4,0.003796100616455
1873,EAR,MissingValueNumeric,0.75,1000,4,0.0037431716918945
1874,EAR,MissingValueNumeric,0.75,1000,4,0.0038526058197021
1875,EAR,MissingValueNumeric,0.75,1000,4,0.0036826133728027
1876,EAR,MissingValueNumeric,0.75,1000,4,0.0039656162261962
1877,EAR,MissingValueNumeric,0.75,1000,4,0.0038926601409912
1878,EAR,MissingValueNumeric,0.75,1000,4,0.0040454864501953
1879,EAR,MissingValueNumeric,0.75,1000,4,0.0040876865386962
1880,EAR,MissingValueNumeric,0.9,1000,4,0.0046818256378173
1881,EAR,MissingValueNumeric,0.9,1000,4,0.0040383338928222
1882,EAR,MissingValueNumeric,0.9,1000,4,0.0039966106414794
1883,EAR,MissingValueNumeric,0.9,1000,4,0.0039527416229248
1884,EAR,MissingValueNumeric,0.9,1000,4,0.0040345191955566
1885,EAR,MissingValueNumeric,0.9,1000,4,0.0054309368133544
1886,EAR,MissingValueNumeric,0.9,1000,4,0.0046961307525634
1887,EAR,MissingValueNumeric,0.9,1000,4,0.0039327144622802
1888,EAR,MissingValueNumeric,0.9,1000,4,0.003936767578125
1889,EAR,MissingValueNumeric,0.9,1000,4,0.0040245056152343
1890,EAR,MissingValueNumeric,0.1,1000,6,0.0048553943634033
1891,EAR,MissingValueNumeric,0.1,1000,6,0.0041239261627197
1892,EAR,MissingValueNumeric,0.1,1000,6,0.0040392875671386
1893,EAR,MissingValueNumeric,0.1,1000,6,0.0040380954742431
1894,EAR,MissingValueNumeric,0.1,1000,6,0.0041728019714355
1895,EAR,MissingValueNumeric,0.1,1000,6,0.0041747093200683
1896,EAR,MissingValueNumeric,0.1,1000,6,0.0041148662567138
1897,EAR,MissingValueNumeric,0.1,1000,6,0.0040335655212402
1898,EAR,MissingValueNumeric,0.1,1000,6,0.004068374633789
1899,EAR,MissingValueNumeric,0.1,1000,6,0.0040185451507568
1900,EAR,MissingValueNumeric,0.25,1000,6,0.0046868324279785
1901,EAR,MissingValueNumeric,0.25,1000,6,0.0036573410034179
1902,EAR,MissingValueNumeric,0.25,1000,6,0.0039081573486328
1903,EAR,MissingValueNumeric,0.25,1000,6,0.003619909286499
1904,EAR,MissingValueNumeric,0.25,1000,6,0.0036098957061767
1905,EAR,MissingValueNumeric,0.25,1000,6,0.0036344528198242
1906,EAR,MissingValueNumeric,0.25,1000,6,0.0037260055541992
1907,EAR,MissingValueNumeric,0.25,1000,6,0.0036592483520507
1908,EAR,MissingValueNumeric,0.25,1000,6,0.0036623477935791
1909,EAR,MissingValueNumeric,0.25,1000,6,0.0037643909454345
1910,EAR,MissingValueNumeric,0.5,1000,6,0.0045454502105712
1911,EAR,MissingValueNumeric,0.5,1000,6,0.003587007522583
1912,EAR,MissingValueNumeric,0.5,1000,6,0.0035681724548339
1913,EAR,MissingValueNumeric,0.5,1000,6,0.0035710334777832
1914,EAR,MissingValueNumeric,0.5,1000,6,0.0038280487060546
1915,EAR,MissingValueNumeric,0.5,1000,6,0.0036072731018066
1916,EAR,MissingValueNumeric,0.5,1000,6,0.0035560131072998
1917,EAR,MissingValueNumeric,0.5,1000,6,0.0039153099060058
1918,EAR,MissingValueNumeric,0.5,1000,6,0.0035820007324218
1919,EAR,MissingValueNumeric,0.5,1000,6,0.0036361217498779
1920,EAR,MissingValueNumeric,0.75,1000,6,0.0043537616729736
1921,EAR,MissingValueNumeric,0.75,1000,6,0.0039091110229492
1922,EAR,MissingValueNumeric,0.75,1000,6,0.0038979053497314
1923,EAR,MissingValueNumeric,0.75,1000,6,0.0038151741027832
1924,EAR,MissingValueNumeric,0.75,1000,6,0.0036358833312988
1925,EAR,MissingValueNumeric,0.75,1000,6,0.003655195236206
1926,EAR,MissingValueNumeric,0.75,1000,6,0.0038189888000488
1927,EAR,MissingValueNumeric,0.75,1000,6,0.0038986206054687
1928,EAR,MissingValueNumeric,0.75,1000,6,0.0037307739257812
1929,EAR,MissingValueNumeric,0.75,1000,6,0.0038175582885742
1930,EAR,MissingValueNumeric,0.5,1000000,2,1.060349941253662
1931,EAR,MissingValueNumeric,0.5,1000000,2,0.7978348731994629
1932,EAR,MissingValueNumeric,0.5,1000000,2,0.8117141723632812
1933,EAR,MissingValueNumeric,0.5,1000000,2,0.8064370155334473
1934,EAR,MissingValueNumeric,0.5,1000000,2,0.7840638160705566
1935,EAR,MissingValueNumeric,0.5,1000000,2,0.7766368389129639
1936,EAR,MissingValueNumeric,0.5,1000000,2,0.7954163551330566
1937,EAR,MissingValueNumeric,0.5,1000000,2,0.7873201370239258
1938,EAR,MissingValueNumeric,0.5,1000000,2,0.7761828899383545
1939,EAR,MissingValueNumeric,0.5,1000000,2,0.7672724723815918
1940,EAR,MissingValueNumeric,0.9,1000,6,0.0046443939208984
1941,EAR,MissingValueNumeric,0.9,1000,6,0.0040585994720458
1942,EAR,MissingValueNumeric,0.9,1000,6,0.0040750503540039
1943,EAR,MissingValueNumeric,0.9,1000,6,0.0040094852447509
1944,EAR,MissingValueNumeric,0.9,1000,6,0.0040218830108642
1945,EAR,MissingValueNumeric,0.9,1000,6,0.0041742324829101
1946,EAR,MissingValueNumeric,0.9,1000,6,0.0039732456207275
1947,EAR,MissingValueNumeric,0.9,1000,6,0.0039153099060058
1948,EAR,MissingValueNumeric,0.9,1000,6,0.003662109375
1949,EAR,MissingValueNumeric,0.9,1000,6,0.003584861755371
1950,EAR,MissingValueNumeric,0.1,1000,8,0.0046002864837646
1951,EAR,MissingValueNumeric,0.1,1000,8,0.0036823749542236
1952,EAR,MissingValueNumeric,0.1,1000,8,0.0036909580230712
1953,EAR,MissingValueNumeric,0.1,1000,8,0.0037355422973632
1954,EAR,MissingValueNumeric,0.1,1000,8,0.0037009716033935
1955,EAR,MissingValueNumeric,0.1,1000,8,0.0037300586700439
1956,EAR,MissingValueNumeric,0.1,1000,8,0.0038850307464599
1957,EAR,MissingValueNumeric,0.1,1000,8,0.0038931369781494
1958,EAR,MissingValueNumeric,0.1,1000,8,0.0038056373596191
1959,EAR,MissingValueNumeric,0.1,1000,8,0.0037093162536621
1960,EAR,MissingValueNumeric,0.25,1000,8,0.0053341388702392
1961,EAR,MissingValueNumeric,0.25,1000,8,0.0042390823364257
1962,EAR,MissingValueNumeric,0.25,1000,8,0.0040419101715087
1963,EAR,MissingValueNumeric,0.25,1000,8,0.0038018226623535
1964,EAR,MissingValueNumeric,0.25,1000,8,0.0040280818939208
1965,EAR,MissingValueNumeric,0.25,1000,8,0.0039682388305664
1966,EAR,MissingValueNumeric,0.25,1000,8,0.0039644241333007
1967,EAR,MissingValueNumeric,0.25,1000,8,0.0038409233093261
